FID,the_geom,CATEGORY,NAME
power_towers.21858,POINT (32.1719316 30.2339702),Government and Public Services,Power Tower
power_towers.21859,POINT (32.1719339 26.1056726),Government and Public Services,Power Tower
power_towers.21860,POINT (32.1719324 30.7100932),Government and Public Services,Power Tower
power_towers.21861,POINT (32.171968 30.4504251),Government and Public Services,Power Tower
power_towers.21862,POINT (32.1720075 30.7121868),Government and Public Services,Power Tower
power_towers.21863,POINT (32.172029 30.7279587),Government and Public Services,Power Tower
power_towers.21864,POINT (32.172043 25.9895),Government and Public Services,Power Tower
power_towers.21865,POINT (32.1720783 30.3984153),Government and Public Services,Power Tower
power_towers.21866,POINT (32.1721712 30.4526931),Government and Public Services,Power Tower
power_towers.21867,POINT (32.1722088 30.3791906),Government and Public Services,Power Tower
power_towers.21868,POINT (32.1722772 29.7874252),Government and Public Services,Power Tower
power_towers.21869,POINT (32.1723094 29.7876485),Government and Public Services,Power Tower
power_towers.21870,POINT (32.172353 30.4549812),Government and Public Services,Power Tower
power_towers.21871,POINT (32.1723771 30.2334494),Government and Public Services,Power Tower
power_towers.21872,POINT (32.1723881 30.3949816),Government and Public Services,Power Tower
power_towers.21873,POINT (32.1724313 30.7069474),Government and Public Services,Power Tower
power_towers.21874,POINT (32.1724796 30.7093181),Government and Public Services,Power Tower
power_towers.21875,POINT (32.1725632 30.4572512),Government and Public Services,Power Tower
power_towers.21876,POINT (32.1725989 30.3302466),Government and Public Services,Power Tower
power_towers.21877,POINT (32.1726313 31.2899713),Government and Public Services,Power Tower
power_towers.21878,POINT (32.172736 30.4595209),Government and Public Services,Power Tower
power_towers.21879,POINT (32.1727854 30.9550215),Government and Public Services,Power Tower
power_towers.21880,POINT (32.1728513 30.3787354),Government and Public Services,Power Tower
power_towers.21881,POINT (32.1728666 30.6698235),Government and Public Services,Power Tower
power_towers.21882,POINT (32.1729353 30.4617641),Government and Public Services,Power Tower
power_towers.21883,POINT (32.172957 30.7063478),Government and Public Services,Power Tower
power_towers.21884,POINT (32.1729624 30.7038159),Government and Public Services,Power Tower
power_towers.21885,POINT (32.1730087 30.4831968),Government and Public Services,Power Tower
power_towers.21886,POINT (32.1730703 25.9868789),Government and Public Services,Power Tower
power_towers.21887,POINT (32.1730693 30.3325043),Government and Public Services,Power Tower
power_towers.21888,POINT (32.1730837 30.538185),Government and Public Services,Power Tower
power_towers.21889,POINT (32.1730918 25.9733477),Government and Public Services,Power Tower
power_towers.21890,POINT (32.1731221 30.4640331),Government and Public Services,Power Tower
power_towers.21891,POINT (32.1731555 30.6694887),Government and Public Services,Power Tower
power_towers.21892,POINT (32.1732044 23.3869951),Government and Public Services,Power Tower
power_towers.21893,POINT (32.1732027 30.5398131),Government and Public Services,Power Tower
power_towers.21894,POINT (32.1732291 30.5243745),Government and Public Services,Power Tower
power_towers.21895,POINT (32.1733038 30.4662588),Government and Public Services,Power Tower
power_towers.21896,POINT (32.1733304 25.9880341),Government and Public Services,Power Tower
power_towers.21897,POINT (32.1733446 30.3765085),Government and Public Services,Power Tower
power_towers.21898,POINT (32.1734211 29.6270196),Government and Public Services,Power Tower
power_towers.21899,POINT (32.1734452 30.7033915),Government and Public Services,Power Tower
power_towers.21900,POINT (32.1734559 30.7007991),Government and Public Services,Power Tower
power_towers.21901,POINT (32.1734593 30.3322567),Government and Public Services,Power Tower
power_towers.21902,POINT (32.1735072 30.4685738),Government and Public Services,Power Tower
power_towers.21903,POINT (32.1735353 30.3906571),Government and Public Services,Power Tower
power_towers.21904,POINT (32.1735697 30.3910035),Government and Public Services,Power Tower
power_towers.21905,POINT (32.1736432 30.0627509),Government and Public Services,Power Tower
power_towers.21906,POINT (32.1737059 30.4707888),Government and Public Services,Power Tower
power_towers.21907,POINT (32.173787 26.1049848),Government and Public Services,Power Tower
power_towers.21908,POINT (32.1738035 30.3764887),Government and Public Services,Power Tower
power_towers.21909,POINT (32.1738644 30.700737),Government and Public Services,Power Tower
power_towers.21910,POINT (32.1738748 30.4730199),Government and Public Services,Power Tower
power_towers.21911,POINT (32.1739055 30.0616426),Government and Public Services,Power Tower
power_towers.21912,POINT (32.1739387 30.6977594),Government and Public Services,Power Tower
power_towers.21913,POINT (32.1740128 30.4747513),Government and Public Services,Power Tower
power_towers.21914,POINT (32.1740427 26.1046108),Government and Public Services,Power Tower
power_towers.21915,POINT (32.1742383 30.4772166),Government and Public Services,Power Tower
power_towers.21916,POINT (32.1742858 30.5389773),Government and Public Services,Power Tower
power_towers.21917,POINT (32.1743089 30.697981),Government and Public Services,Power Tower
power_towers.21918,POINT (32.1743312 30.3343658),Government and Public Services,Power Tower
power_towers.21919,POINT (32.1743312 30.3354847),Government and Public Services,Power Tower
power_towers.21920,POINT (32.1743429 30.2330984),Government and Public Services,Power Tower
power_towers.21921,POINT (32.1744141 30.4791996),Government and Public Services,Power Tower
power_towers.21922,POINT (32.1744537 30.694595),Government and Public Services,Power Tower
power_towers.21923,POINT (32.1744644 30.7299599),Government and Public Services,Power Tower
power_towers.21924,POINT (32.1745263 30.3736876),Government and Public Services,Power Tower
power_towers.21925,POINT (32.1745395 30.5887874),Government and Public Services,Power Tower
power_towers.21926,POINT (32.1745993 30.4815808),Government and Public Services,Power Tower
power_towers.21927,POINT (32.1746869 30.3743409),Government and Public Services,Power Tower
power_towers.21928,POINT (32.1747183 30.5413035),Government and Public Services,Power Tower
power_towers.21929,POINT (32.1747284 30.3962977),Government and Public Services,Power Tower
power_towers.21930,POINT (32.1748024 30.6950796),Government and Public Services,Power Tower
power_towers.21931,POINT (32.1749687 30.6915645),Government and Public Services,Power Tower
power_towers.21932,POINT (32.1749746 25.9845114),Government and Public Services,Power Tower
power_towers.21933,POINT (32.1750068 25.9875858),Government and Public Services,Power Tower
power_towers.21934,POINT (32.1750782 30.0637792),Government and Public Services,Power Tower
power_towers.21935,POINT (32.1750873 23.3895505),Government and Public Services,Power Tower
power_towers.21936,POINT (32.1750956 30.3916764),Government and Public Services,Power Tower
power_towers.21937,POINT (32.1751687 30.3364551),Government and Public Services,Power Tower
power_towers.21938,POINT (32.1752155 30.5855178),Government and Public Services,Power Tower
power_towers.21939,POINT (32.1752447 30.3958722),Government and Public Services,Power Tower
power_towers.21940,POINT (32.1752745 30.6922147),Government and Public Services,Power Tower
power_towers.21941,POINT (32.1754307 30.2323511),Government and Public Services,Power Tower
power_towers.21942,POINT (32.1754408 30.5920704),Government and Public Services,Power Tower
power_towers.21943,POINT (32.1754515 30.6885383),Government and Public Services,Power Tower
power_towers.21944,POINT (32.1754785 30.3382472),Government and Public Services,Power Tower
power_towers.21945,POINT (32.1755086 30.3922999),Government and Public Services,Power Tower
power_towers.21946,POINT (32.1755303 30.5397713),Government and Public Services,Power Tower
power_towers.21947,POINT (32.1755817 30.3722129),Government and Public Services,Power Tower
power_towers.21948,POINT (32.1756331 26.1042962),Government and Public Services,Power Tower
power_towers.21949,POINT (32.1756768 30.6895668),Government and Public Services,Power Tower
power_towers.21950,POINT (32.1756881 31.2884893),Government and Public Services,Power Tower
power_towers.21951,POINT (32.1757098 30.9567811),Government and Public Services,Power Tower
power_towers.21952,POINT (32.1757151 30.3953576),Government and Public Services,Power Tower
power_towers.21953,POINT (32.1757194 30.3709162),Government and Public Services,Power Tower
power_towers.21954,POINT (32.1758338 29.7873228),Government and Public Services,Power Tower
power_towers.21955,POINT (32.1758945 25.9863851),Government and Public Services,Power Tower
power_towers.21956,POINT (32.1759397 30.6854334),Government and Public Services,Power Tower
power_towers.21957,POINT (32.1760406 30.338475),Government and Public Services,Power Tower
power_towers.21958,POINT (32.1761811 30.686527),Government and Public Services,Power Tower
power_towers.21959,POINT (32.1763634 30.6700145),Government and Public Services,Power Tower
power_towers.21960,POINT (32.1763649 29.7870293),Government and Public Services,Power Tower
power_towers.21961,POINT (32.1763795 30.6696592),Government and Public Services,Power Tower
power_towers.21962,POINT (32.1763956 30.5954182),Government and Public Services,Power Tower
power_towers.21963,POINT (32.17646 30.682384),Government and Public Services,Power Tower
power_towers.21964,POINT (32.1764952 25.9846756),Government and Public Services,Power Tower
power_towers.21965,POINT (32.176511 30.3700551),Government and Public Services,Power Tower
power_towers.21966,POINT (32.1765913 30.3409701),Government and Public Services,Power Tower
power_towers.21967,POINT (32.1766232 30.2322492),Government and Public Services,Power Tower
power_towers.21968,POINT (32.1766699 25.973666),Government and Public Services,Power Tower
power_towers.21969,POINT (32.1766853 30.6835511),Government and Public Services,Power Tower
power_towers.21970,POINT (32.1767863 30.3683526),Government and Public Services,Power Tower
power_towers.21971,POINT (32.1768039 23.3918892),Government and Public Services,Power Tower
power_towers.21972,POINT (32.1768522 30.5431601),Government and Public Services,Power Tower
power_towers.21973,POINT (32.1768677 30.7319015),Government and Public Services,Power Tower
power_towers.21974,POINT (32.1769106 30.6793575),Government and Public Services,Power Tower
power_towers.21975,POINT (32.1769584 30.3407126),Government and Public Services,Power Tower
power_towers.21976,POINT (32.1771147 30.3929431),Government and Public Services,Power Tower
power_towers.21977,POINT (32.1771252 30.6808061),Government and Public Services,Power Tower
power_towers.21978,POINT (32.1771788 30.5982213),Government and Public Services,Power Tower
power_towers.21979,POINT (32.177238 30.5265564),Government and Public Services,Power Tower
power_towers.21980,POINT (32.1772605 26.1034064),Government and Public Services,Power Tower
power_towers.21981,POINT (32.1773714 30.3679765),Government and Public Services,Power Tower
power_towers.21982,POINT (32.1774256 30.6763219),Government and Public Services,Power Tower
power_towers.21983,POINT (32.1774474 30.3935665),Government and Public Services,Power Tower
power_towers.21984,POINT (32.1774804 26.1036072),Government and Public Services,Power Tower
power_towers.21985,POINT (32.1776195 30.6777545),Government and Public Services,Power Tower
power_towers.21986,POINT (32.1776703 30.0628845),Government and Public Services,Power Tower
power_towers.21987,POINT (32.1777342 30.3966342),Government and Public Services,Power Tower
power_towers.21988,POINT (32.1777378 30.5412485),Government and Public Services,Power Tower
power_towers.21989,POINT (32.1777474 30.0618028),Government and Public Services,Power Tower
power_towers.21990,POINT (32.17775 30.3437423),Government and Public Services,Power Tower
power_towers.21991,POINT (32.1777844 30.3427324),Government and Public Services,Power Tower
power_towers.21992,POINT (32.1778188 30.3659077),Government and Public Services,Power Tower
power_towers.21993,POINT (32.1778494 30.6763724),Government and Public Services,Power Tower
power_towers.21994,POINT (32.177901 25.985705),Government and Public Services,Power Tower
power_towers.21995,POINT (32.1779352 30.6731566),Government and Public Services,Power Tower
power_towers.21996,POINT (32.1779513 30.5832686),Government and Public Services,Power Tower
power_towers.21997,POINT (32.1779594 29.6267958),Government and Public Services,Power Tower
power_towers.21998,POINT (32.1780264 30.6012042),Government and Public Services,Power Tower
power_towers.21999,POINT (32.1780962 30.6749237),Government and Public Services,Power Tower
power_towers.22000,POINT (32.1781184 25.9825102),Government and Public Services,Power Tower
power_towers.22001,POINT (32.1781981 30.6716663),Government and Public Services,Power Tower
power_towers.22002,POINT (32.1782257 30.063886),Government and Public Services,Power Tower
power_towers.22003,POINT (32.1783007 30.3657988),Government and Public Services,Power Tower
power_towers.22004,POINT (32.1785689 25.9846659),Government and Public Services,Power Tower
power_towers.22005,POINT (32.178569 30.672029),Government and Public Services,Power Tower
power_towers.22006,POINT (32.1786278 23.3943558),Government and Public Services,Power Tower
power_towers.22007,POINT (32.178628 30.6688266),Government and Public Services,Power Tower
power_towers.22008,POINT (32.1786514 30.2311562),Government and Public Services,Power Tower
power_towers.22009,POINT (32.1786563 30.3447918),Government and Public Services,Power Tower
power_towers.22010,POINT (32.1786695 30.5276133),Government and Public Services,Power Tower
power_towers.22011,POINT (32.1787438 30.3963472),Government and Public Services,Power Tower
power_towers.22012,POINT (32.1788218 31.286945),Government and Public Services,Power Tower
power_towers.22013,POINT (32.1788257 30.9576022),Government and Public Services,Power Tower
power_towers.22014,POINT (32.1788743 30.3464551),Government and Public Services,Power Tower
power_towers.22015,POINT (32.1789202 30.3632944),Government and Public Services,Power Tower
power_towers.22016,POINT (32.1789362 30.5274582),Government and Public Services,Power Tower
power_towers.22017,POINT (32.1789384 30.6668538),Government and Public Services,Power Tower
power_towers.22018,POINT (32.1790078 30.2313646),Government and Public Services,Power Tower
power_towers.22019,POINT (32.1790191 30.3957337),Government and Public Services,Power Tower
power_towers.22020,POINT (32.1790617 30.6689212),Government and Public Services,Power Tower
power_towers.22021,POINT (32.1791386 30.5296114),Government and Public Services,Power Tower
power_towers.22022,POINT (32.1791797 30.3948035),Government and Public Services,Power Tower
power_towers.22023,POINT (32.1792299 30.3636706),Government and Public Services,Power Tower
power_towers.22024,POINT (32.1792486 30.3943483),Government and Public Services,Power Tower
power_towers.22025,POINT (32.1792855 30.5476873),Government and Public Services,Power Tower
power_towers.22026,POINT (32.1792871 30.7338978),Government and Public Services,Power Tower
power_towers.22027,POINT (32.1793223 26.1029202),Government and Public Services,Power Tower
power_towers.22028,POINT (32.1794853 30.5295518),Government and Public Services,Power Tower
power_towers.22029,POINT (32.179487 29.7869734),Government and Public Services,Power Tower
power_towers.22030,POINT (32.1794963 30.6636425),Government and Public Services,Power Tower
power_towers.22031,POINT (32.1795626 30.3470293),Government and Public Services,Power Tower
power_towers.22032,POINT (32.1795676 30.550107),Government and Public Services,Power Tower
power_towers.22033,POINT (32.1795958 30.5479545),Government and Public Services,Power Tower
power_towers.22034,POINT (32.1796357 30.6044545),Government and Public Services,Power Tower
power_towers.22035,POINT (32.1797155 30.544053),Government and Public Services,Power Tower
power_towers.22036,POINT (32.1797277 30.6646556),Government and Public Services,Power Tower
power_towers.22037,POINT (32.1797989 30.5499903),Government and Public Services,Power Tower
power_towers.22038,POINT (32.179803 30.5319112),Government and Public Services,Power Tower
power_towers.22039,POINT (32.179878 25.9825874),Government and Public Services,Power Tower
power_towers.22040,POINT (32.1800013 30.6605626),Government and Public Services,Power Tower
power_towers.22041,POINT (32.180056 30.3492173),Government and Public Services,Power Tower
power_towers.22042,POINT (32.1800674 30.3606118),Government and Public Services,Power Tower
power_towers.22043,POINT (32.1801363 30.3614532),Government and Public Services,Power Tower
power_towers.22044,POINT (32.1802193 30.5428793),Government and Public Services,Power Tower
power_towers.22045,POINT (32.1802232 26.1022975),Government and Public Services,Power Tower
power_towers.22046,POINT (32.1802265 25.9739988),Government and Public Services,Power Tower
power_towers.22047,POINT (32.1803004 30.5467152),Government and Public Services,Power Tower
power_towers.22048,POINT (32.1804511 30.660463),Government and Public Services,Power Tower
power_towers.22049,POINT (32.1805109 30.6574384),Government and Public Services,Power Tower
power_towers.22050,POINT (32.1805149 30.349247),Government and Public Services,Power Tower
power_towers.22051,POINT (32.1805342 30.546958),Government and Public Services,Power Tower
power_towers.22052,POINT (32.1805469 30.5348119),Government and Public Services,Power Tower
power_towers.22053,POINT (32.180559 23.3971819),Government and Public Services,Power Tower
power_towers.22054,POINT (32.1805856 29.7866156),Government and Public Services,Power Tower
power_towers.22055,POINT (32.1806174 30.5811303),Government and Public Services,Power Tower
power_towers.22056,POINT (32.1807056 30.3970003),Government and Public Services,Power Tower
power_towers.22057,POINT (32.1808944 25.983786),Government and Public Services,Power Tower
power_towers.22058,POINT (32.1809178 30.6576296),Government and Public Services,Power Tower
power_towers.22059,POINT (32.1809246 30.0631302),Government and Public Services,Power Tower
power_towers.22060,POINT (32.1809641 30.0629849),Government and Public Services,Power Tower
power_towers.22061,POINT (32.1810082 30.3594536),Government and Public Services,Power Tower
power_towers.22062,POINT (32.1810135 30.0628054),Government and Public Services,Power Tower
power_towers.22063,POINT (32.1810251 30.654344),Government and Public Services,Power Tower
power_towers.22064,POINT (32.1810412 30.6072804),Government and Public Services,Power Tower
power_towers.22065,POINT (32.1810651 30.5518618),Government and Public Services,Power Tower
power_towers.22066,POINT (32.1810801 30.0640996),Government and Public Services,Power Tower
power_towers.22067,POINT (32.1810999 30.3517913),Government and Public Services,Power Tower
power_towers.22068,POINT (32.1811601 25.983012),Government and Public Services,Power Tower
power_towers.22069,POINT (32.1811688 30.357939),Government and Public Services,Power Tower
power_towers.22070,POINT (32.1811898 26.1022216),Government and Public Services,Power Tower
power_towers.22071,POINT (32.1813523 30.3513359),Government and Public Services,Power Tower
power_towers.22072,POINT (32.181406 30.6545747),Government and Public Services,Power Tower
power_towers.22073,POINT (32.1814189 30.2304757),Government and Public Services,Power Tower
power_towers.22074,POINT (32.1814394 30.5460359),Government and Public Services,Power Tower
power_towers.22075,POINT (32.1815079 30.6512889),Government and Public Services,Power Tower
power_towers.22076,POINT (32.1815834 25.9802967),Government and Public Services,Power Tower
power_towers.22077,POINT (32.1815812 30.5456029),Government and Public Services,Power Tower
power_towers.22078,POINT (32.1815893 30.0620165),Government and Public Services,Power Tower
power_towers.22079,POINT (32.1817609 30.7359061),Government and Public Services,Power Tower
power_towers.22080,POINT (32.1817902 30.5523625),Government and Public Services,Power Tower
power_towers.22081,POINT (32.1818069 30.3950905),Government and Public Services,Power Tower
power_towers.22082,POINT (32.1818136 31.285488),Government and Public Services,Power Tower
power_towers.22083,POINT (32.1818299 30.3946353),Government and Public Services,Power Tower
power_towers.22084,POINT (32.1818781 30.6516583),Government and Public Services,Power Tower
power_towers.22085,POINT (32.1818915 30.3572956),Government and Public Services,Power Tower
power_towers.22086,POINT (32.1820063 30.2299333),Government and Public Services,Power Tower
power_towers.22087,POINT (32.1820122 30.6482199),Government and Public Services,Power Tower
power_towers.22088,POINT (32.1820751 30.3530288),Government and Public Services,Power Tower
power_towers.22089,POINT (32.1821349 30.5380369),Government and Public Services,Power Tower
power_towers.22090,POINT (32.182174 30.3967331),Government and Public Services,Power Tower
power_towers.22091,POINT (32.1822375 30.9595481),Government and Public Services,Power Tower
power_towers.22092,POINT (32.1822534 30.5394645),Government and Public Services,Power Tower
power_towers.22093,POINT (32.1823072 30.6089376),Government and Public Services,Power Tower
power_towers.22094,POINT (32.182334 30.6488799),Government and Public Services,Power Tower
power_towers.22095,POINT (32.1823576 30.3960602),Government and Public Services,Power Tower
power_towers.22096,POINT (32.1823829 23.399865),Government and Public Services,Power Tower
power_towers.22097,POINT (32.1824307 30.3549989),Government and Public Services,Power Tower
power_towers.22098,POINT (32.1825218 30.6451232),Government and Public Services,Power Tower
power_towers.22099,POINT (32.1825436 25.9807937),Government and Public Services,Power Tower
power_towers.22100,POINT (32.1826256 30.5449181),Government and Public Services,Power Tower
power_towers.22101,POINT (32.1827908 30.6460995),Government and Public Services,Power Tower
power_towers.22102,POINT (32.1828651 30.6428155),Government and Public Services,Power Tower
power_towers.22103,POINT (32.1828858 30.5466897),Government and Public Services,Power Tower
power_towers.22104,POINT (32.1829011 30.354989),Government and Public Services,Power Tower
power_towers.22105,POINT (32.1829376 29.6265692),Government and Public Services,Power Tower
power_towers.22106,POINT (32.1829846 29.7866291),Government and Public Services,Power Tower
power_towers.22107,POINT (32.1829866 30.5444295),Government and Public Services,Power Tower
power_towers.22108,POINT (32.1830188 26.1015374),Government and Public Services,Power Tower
power_towers.22109,POINT (32.1831245 30.5543716),Government and Public Services,Power Tower
power_towers.22110,POINT (32.1831792 30.5464063),Government and Public Services,Power Tower
power_towers.22111,POINT (32.1831954 26.1011789),Government and Public Services,Power Tower
power_towers.22112,POINT (32.1832122 30.5412934),Government and Public Services,Power Tower
power_towers.22113,POINT (32.1832441 30.5401199),Government and Public Services,Power Tower
power_towers.22114,POINT (32.1833107 25.981618),Government and Public Services,Power Tower
power_towers.22115,POINT (32.1833104 30.6429632),Government and Public Services,Power Tower
power_towers.22116,POINT (32.1833342 30.5466803),Government and Public Services,Power Tower
power_towers.22117,POINT (32.1835786 30.5788073),Government and Public Services,Power Tower
power_towers.22118,POINT (32.1836 30.6106831),Government and Public Services,Power Tower
power_towers.22119,POINT (32.1836219 25.9820426),Government and Public Services,Power Tower
power_towers.22120,POINT (32.1836418 30.2318628),Government and Public Services,Power Tower
power_towers.22121,POINT (32.1836654 30.3973664),Government and Public Services,Power Tower
power_towers.22122,POINT (32.1838099 25.974346),Government and Public Services,Power Tower
power_towers.22123,POINT (32.1838721 30.5548332),Government and Public Services,Power Tower
power_towers.22124,POINT (32.1840146 29.7862985),Government and Public Services,Power Tower
power_towers.22125,POINT (32.1841596 30.5418075),Government and Public Services,Power Tower
power_towers.22126,POINT (32.1842867 30.7379508),Government and Public Services,Power Tower
power_towers.22127,POINT (32.1843017 30.0642754),Government and Public Services,Power Tower
power_towers.22128,POINT (32.1843202 30.0652197),Government and Public Services,Power Tower
power_towers.22129,POINT (32.1843388 30.5433348),Government and Public Services,Power Tower
power_towers.22130,POINT (32.1843767 30.3953675),Government and Public Services,Power Tower
power_towers.22131,POINT (32.1843997 30.3948826),Government and Public Services,Power Tower
power_towers.22132,POINT (32.1845982 25.9783919),Government and Public Services,Power Tower
power_towers.22133,POINT (32.1846185 30.2290825),Government and Public Services,Power Tower
power_towers.22134,POINT (32.1848559 23.4034737),Government and Public Services,Power Tower
power_towers.22135,POINT (32.1848527 26.1008513),Government and Public Services,Power Tower
power_towers.22136,POINT (32.1848825 31.2840205),Government and Public Services,Power Tower
power_towers.22137,POINT (32.1850034 30.5434225),Government and Public Services,Power Tower
power_towers.22138,POINT (32.1850038 30.5460846),Government and Public Services,Power Tower
power_towers.22139,POINT (32.1851016 30.0633011),Government and Public Services,Power Tower
power_towers.22140,POINT (32.1851718 30.6407248),Government and Public Services,Power Tower
power_towers.22141,POINT (32.1853108 30.557141),Government and Public Services,Power Tower
power_towers.22142,POINT (32.1854781 30.3971091),Government and Public Services,Power Tower
power_towers.22143,POINT (32.185483 30.6409694),Government and Public Services,Power Tower
power_towers.22144,POINT (32.1854945 30.9614273),Government and Public Services,Power Tower
power_towers.22145,POINT (32.1855378 30.5485501),Government and Public Services,Power Tower
power_towers.22146,POINT (32.1855988 30.5454414),Government and Public Services,Power Tower
power_towers.22147,POINT (32.1857075 30.3964362),Government and Public Services,Power Tower
power_towers.22148,POINT (32.1857194 25.9800797),Government and Public Services,Power Tower
power_towers.22149,POINT (32.1857742 30.2332147),Government and Public Services,Power Tower
power_towers.22150,POINT (32.1858961 30.5574021),Government and Public Services,Power Tower
power_towers.22151,POINT (32.1860198 25.980451),Government and Public Services,Power Tower
power_towers.22152,POINT (32.1861217 25.9784838),Government and Public Services,Power Tower
power_towers.22153,POINT (32.186373 30.576609),Government and Public Services,Power Tower
power_towers.22154,POINT (32.1865719 26.0999266),Government and Public Services,Power Tower
power_towers.22155,POINT (32.1865719 30.6113246),Government and Public Services,Power Tower
power_towers.22156,POINT (32.1865841 29.7862892),Government and Public Services,Power Tower
power_towers.22157,POINT (32.1866528 30.3977291),Government and Public Services,Power Tower
power_towers.22158,POINT (32.1866627 26.1001742),Government and Public Services,Power Tower
power_towers.22159,POINT (32.1867176 30.7399405),Government and Public Services,Power Tower
power_towers.22160,POINT (32.1867764 23.4062848),Government and Public Services,Power Tower
power_towers.22161,POINT (32.1868804 29.6263584),Government and Public Services,Power Tower
power_towers.22162,POINT (32.1869116 30.3956724),Government and Public Services,Power Tower
power_towers.22163,POINT (32.1869898 30.3952354),Government and Public Services,Power Tower
power_towers.22164,POINT (32.187229 30.5594547),Government and Public Services,Power Tower
power_towers.22165,POINT (32.1872505 30.0663366),Government and Public Services,Power Tower
power_towers.22166,POINT (32.1872916 30.545391),Government and Public Services,Power Tower
power_towers.22167,POINT (32.1873368 25.9746858),Government and Public Services,Power Tower
power_towers.22168,POINT (32.187598 29.7859494),Government and Public Services,Power Tower
power_towers.22169,POINT (32.1876336 30.0655851),Government and Public Services,Power Tower
power_towers.22170,POINT (32.1876448 30.6389988),Government and Public Services,Power Tower
power_towers.22171,POINT (32.1876666 25.9763908),Government and Public Services,Power Tower
power_towers.22172,POINT (32.1876644 30.2278219),Government and Public Services,Power Tower
power_towers.22173,POINT (32.1877038 30.6384355),Government and Public Services,Power Tower
power_towers.22174,POINT (32.1877157 30.5596734),Government and Public Services,Power Tower
power_towers.22175,POINT (32.1878081 30.2344746),Government and Public Services,Power Tower
power_towers.22176,POINT (32.1879295 25.9773406),Government and Public Services,Power Tower
power_towers.22177,POINT (32.1879389 31.282497),Government and Public Services,Power Tower
power_towers.22178,POINT (32.1884295 30.5549111),Government and Public Services,Power Tower
power_towers.22179,POINT (32.188463 26.099771),Government and Public Services,Power Tower
power_towers.22180,POINT (32.188482 25.9783051),Government and Public Services,Power Tower
power_towers.22181,POINT (32.1885135 30.3975237),Government and Public Services,Power Tower
power_towers.22182,POINT (32.1885659 30.0644467),Government and Public Services,Power Tower
power_towers.22183,POINT (32.1886485 23.4090219),Government and Public Services,Power Tower
power_towers.22184,POINT (32.1886483 25.9787779),Government and Public Services,Power Tower
power_towers.22185,POINT (32.1887829 30.9632997),Government and Public Services,Power Tower
power_towers.22186,POINT (32.1889234 30.5745928),Government and Public Services,Power Tower
power_towers.22187,POINT (32.1889795 30.3968125),Government and Public Services,Power Tower
power_towers.22188,POINT (32.1892541 30.7419713),Government and Public Services,Power Tower
power_towers.22189,POINT (32.1895173 30.3959621),Government and Public Services,Power Tower
power_towers.22190,POINT (32.1895352 30.3955137),Government and Public Services,Power Tower
power_towers.22191,POINT (32.1895352 30.3980649),Government and Public Services,Power Tower
power_towers.22192,POINT (32.1897959 30.6370277),Government and Public Services,Power Tower
power_towers.22193,POINT (32.1899571 30.2357511),Government and Public Services,Power Tower
power_towers.22194,POINT (32.1900706 26.0991102),Government and Public Services,Power Tower
power_towers.22195,POINT (32.1901178 30.6120912),Government and Public Services,Power Tower
power_towers.22196,POINT (32.1901461 29.7859352),Government and Public Services,Power Tower
power_towers.22197,POINT (32.1902117 30.0674836),Government and Public Services,Power Tower
power_towers.22198,POINT (32.1902895 30.6360492),Government and Public Services,Power Tower
power_towers.22199,POINT (32.1903501 30.566421),Government and Public Services,Power Tower
power_towers.22200,POINT (32.1904006 26.099337),Government and Public Services,Power Tower
power_towers.22201,POINT (32.1905581 25.9767233),Government and Public Services,Power Tower
power_towers.22202,POINT (32.1905797 23.4118427),Government and Public Services,Power Tower
power_towers.22203,POINT (32.1907627 30.5637466),Government and Public Services,Power Tower
power_towers.22204,POINT (32.1908268 30.2267257),Government and Public Services,Power Tower
power_towers.22205,POINT (32.1908786 30.5671526),Government and Public Services,Power Tower
power_towers.22206,POINT (32.1909561 30.5695085),Government and Public Services,Power Tower
power_towers.22207,POINT (32.1909959 30.5710122),Government and Public Services,Power Tower
power_towers.22208,POINT (32.1910227 30.5729682),Government and Public Services,Power Tower
power_towers.22209,POINT (32.1910466 30.5637048),Government and Public Services,Power Tower
power_towers.22210,POINT (32.191057 31.2809894),Government and Public Services,Power Tower
power_towers.22211,POINT (32.1910727 30.9661443),Government and Public Services,Power Tower
power_towers.22212,POINT (32.191121 25.9750504),Government and Public Services,Power Tower
power_towers.22213,POINT (32.1911331 30.5592333),Government and Public Services,Power Tower
power_towers.22214,POINT (32.1911916 30.5688169),Government and Public Services,Power Tower
power_towers.22215,POINT (32.1912521 30.5710122),Government and Public Services,Power Tower
power_towers.22216,POINT (32.1913986 30.5741068),Government and Public Services,Power Tower
power_towers.22217,POINT (32.1914497 29.7855816),Government and Public Services,Power Tower
power_towers.22218,POINT (32.1915023 25.9786356),Government and Public Services,Power Tower
power_towers.22219,POINT (32.1916172 29.6261847),Government and Public Services,Power Tower
power_towers.22220,POINT (32.1916524 25.9777556),Government and Public Services,Power Tower
power_towers.22221,POINT (32.1916803 30.067141),Government and Public Services,Power Tower
power_towers.22222,POINT (32.1917969 30.7440647),Government and Public Services,Power Tower
power_towers.22223,POINT (32.1918859 25.9791951),Government and Public Services,Power Tower
power_towers.22224,POINT (32.1919532 30.6350686),Government and Public Services,Power Tower
power_towers.22225,POINT (32.191974 30.0657042),Government and Public Services,Power Tower
power_towers.22226,POINT (32.1920269 30.3978793),Government and Public Services,Power Tower
